ID,Title,Relevancy
439,TAMEing ADPKD with metformin: safe and effective?.,2
440,Metformin dose increase versus added linagliptin in non-alcoholic fatty liver disease and type 2 diabetes: An analysis of the J-LINK study.,2
441,Effects of anagliptin on plasma glucagon levels and gastric emptying in patients with type 2 diabetes: An exploratory randomized controlled trial versus metformin.,2
442,GLP-1 Analogs and DPP-4 Inhibitors in Type 2 Diabetes Therapy: Review of Head-to-Head Clinical Trials.,2
443,"Comparative effect of saxagliptin and glimepiride with a composite endpoint of adequate glycaemic control without hypoglycaemia and without weight gain in patients uncontrolled with metformin therapy: Results from the SPECIFY study, a 48-week, multi-centre, randomized, controlled trial.",2
444,"Efficacy and safety of LY3298176, a novel dual GIP and GLP-1 receptor agonist, in patients with type 2 diabetes: a randomised, placebo-controlled and active comparator-controlled phase 2 trial.",2
445,Once-weekly oral antidiabetic agent and treatment satisfaction.,2
446,T cell activation and cardiovascular risk in type 2 diabetes mellitus: a protocol for a systematic review and meta-analysis.,2
447,An update on the safety of SGLT2 inhibitors.,2
448,Pleiotropic effects of metformin to rescue statin-induced muscle injury and insulin resistance: A proposed mechanism and potential clinical implications.,2
449,Efficacy and safety of ipragliflozin as add-on to metformin for type 2 diabetes: a meta-analysis of double-blind randomized controlled trials.,2
450,Metformin and health outcomes: An umbrella review of systematic reviews with meta-analyses.,2
451,Review of Interventions for the Frailty Syndrome and the Role of Metformin as a Potential Pharmacologic Agent for Frailty Prevention.,2
452,Exenatide twice-daily does not affect renal function or albuminuria compared to titrated insulin glargine in patients with type 2 diabetes mellitus: A post-hoc analysis of a 52-week randomised trial.,2
453,[Diabetes Mellitus Type 2: Recent Publications and New Drugs].,2
454,Metformin treatment in heart failure with preserved ejection fraction: a systematic review and meta-regression analysis.,2
455,Impact of metformin on cardiovascular disease: a meta-analysis of randomised trials among people with type 2 diabetes.,2
456,All-cause mortality and cardiovascular safety of basal insulin treatment in patients with type 2 diabetes mellitus: A systematic review with meta-analysis and trial sequential analysis.,2
457,Metformin: still the sweet spot for CV protection in diabetes?.,2
458,Glycaemic control and mortality in older people with type 2 diabetes: The Fremantle Diabetes Study Phase II.,2
459,Effect of antenatal dietary myo-inositol supplementation on the incidence of gestational diabetes mellitus and fetal outcome: protocol for a double-blind randomised controlled trial.,2
460,Differences in National Diabetes Treatment Patterns and Trends between Older and Younger Adults.,2
461,Effects of acarbose and metformin on the inflammatory state in newly diagnosed type 2 diabetes patients: a one-year randomized clinical study.,2
462,Statistical power considerations in genotype-based recall randomized controlled trials.,2
463,Bioequivalence Evaluation Between Acarbose and Metformin Fixed-Dose Combination and Corresponding Individual Components in Healthy Chinese Male and Female Subjects.,2
464,A Randomized Controlled Study Comparing a DPP4 Inhibitor (Linagliptin) and Basal Insulin (Glargine) in Patients With Type 2 Diabetes in Long-term Care and Skilled Nursing Facilities: Linagliptin-LTC Trial.,2
465,Metformin attenuates the postprandial fall in blood pressure in type 2 diabetes.,2
466,Antidiabetic drugs and stroke risk. Current evidence.,2
467,VERIFY the role of initial combination therapy in patients with type 2 diabetes.,2
468,Efficacy and safety of lixisenatide in a predominantly Asian population with type 2 diabetes insufficiently controlled with basal insulin: The GetGoal-L-C randomized trial.,2
469,The impact of pharmacological and lifestyle interventions on body weight in people with type 1 diabetes: A systematic review and meta-analysis.,2
470,The Effects of Exenatide Once Weekly (EXQW) and Exenatide Twice a Day (EXBID) on Beta-Cell Function in Type 2 Diabetes: A Systematic Review and Network Meta-Analysis.,2
471,Treating prediabetes: why and how should we do it?.,2
472,"The efficacy and safety of Ginkgo biloba extract as an adjuvant in type 2 diabetes mellitus patients ineffectively managed with metformin: a double-blind, randomized, placebo-controlled trial.",2
473,Prevalence of microvascular and macrovascular disease in the Glycemia Reduction Approaches in Diabetes - A Comparative Effectiveness (GRADE) Study cohort.,2
474,Comparison of glycemic control and beta-cell function in new onset T2DM patients with PCOS of metformin and saxagliptin monotherapy or combination treatment.,2
475,"Effects of probiotic Bifidobacterium bifidum G9-1 on the gastrointestinal symptoms of patients with type 2 diabetes mellitus treated with metformin: An open-label, single-arm, exploratory research trial.",2
476,Complex Assessment of Metabolic Effectiveness of Insulin Pump Therapy in Patients with Type 2 Diabetes Beyond HbA1c Reduction.,2
477,"Remission of Type 2 Diabetes Following a Short-term Intensive Intervention With Insulin Glargine, Sitagliptin, and Metformin: Results of an Open-label Randomized Parallel-Design Trial.",2
478,An up-to-date evaluation of alogliptin benzoate for the treatment of type 2 diabetes.,2
479,Liraglutide: New Perspectives for the Treatment of Polycystic Ovary Syndrome.,2
480,Pharmacoeconomic evaluation of glimepiride combined with other drugs in the treatment of diabetes.,2
481,Is the use of metformin in patients undergoing dialysis hazardous for life? A systematic review of the safety of metformin in patients undergoing dialysis.,2
482,Activation of Glucagon-Like Peptide-1 Receptor Ameliorates Cognitive Decline in Type 2 Diabetes Mellitus Through a Metabolism-Independent Pathway.,2
483,A Critical Review of the Evidence That Metformin Is a Putative Anti-Aging Drug That Enhances Healthspan and Extends Lifespan.,2
484,Ipragliflozin as an add-on therapy in type 2 diabetes mellitus patients: An evidence-based pharmacoeconomics evaluation.,2
485,Effects of Basal Insulin on Lipid Profile Compared to Other Classes of Antihyperglycemic Agents in Type 2 Diabetic Patients.,2
486,Evaluation of the Chinese herbal medicine Jinlida in type 2 diabetes patients based on stratification: Results of subgroup analysis from a 12-week trial.,2
487,Initial Presentation of Type 2 Diabetes in Adolescents Predicts Durability of Successful Treatment with Metformin Monotherapy: Insights from the Pediatric Diabetes Consortium T2D Registry.,2
488,"Glycaemic durability of an early combination therapy with vildagliptin and metformin versus sequential metformin monotherapy in newly diagnosed type 2 diabetes (VERIFY): a 5-year, multicentre, randomised, double-blind trial.",2
489,Metformin Treatment in Old Rats and Effects on Mitochondrial Integrity.,2
490,Metformin use and cardiovascular events in patients with type 2 diabetes and chronic kidney disease.,2
491,Antidiabetic and antiosteoporotic pharmacotherapies for prevention and treatment of type 2 diabetes-induced bone disease: protocol for two network meta-analyses.,2
492,Safety and Tolerability of Combinations of Empagliflozin and Linagliptin in Patients with Type 2 Diabetes: Pooled Data from Two Randomized Controlled Trials.,2
493,Extended versus immediate-release metformin.,2
494,"Efficacy and safety of glucose-lowering agents in patients with type 2 diabetes: A network meta-analysis of randomized, active comparator-controlled trials.",0
495,Effects of Sustained Treatment With Lixisenatide on Gastric Emptying and Postprandial Glucose Metabolism in Type 2 Diabetes: A Randomized Controlled Trial.,2
496,SGLT2 inhibitor or GLP-1 receptor agonist in type 2 diabetes?.,2
497,Evaluation of the longitudinal change in health behavior profiles across treatment groups in the TODAY clinical trial.,2
498,Comparative efficacy of once-weekly semaglutide versus SGLT-2 inhibitors in patients inadequately controlled with one to two oral antidiabetic drugs: a systematic literature review and network meta-analysis.,2
499,Impacts of early insulin treatment vs glimepiride in diabetic patients with background metformin therapy: A nationwide retrospective cohort study.,2
500,Use of a Metabolic Syndrome Severity Z Score to Track Risk During Treatment of Prediabetes: An Analysis of the Diabetes Prevention Program.,2
501,The effect of vitamin C and/or E supplementations on type 2 diabetic adult males under metformin treatment: A single-blinded randomized controlled clinical trial.,2
502,Efficacy of metformin and fermentable fiber combination therapy in adolescents with severe obesity and insulin resistance: study protocol for a double-blind randomized controlled trial.,2
503,Vitamin B12 Deficiency in Diabetic Patients on Metformin Therapy: A cross-sectional study from Oman.,0
504,Failure of monotherapy in clinical practice in patients with type 2 diabetes: The Korean National Diabetes Program.,2
505,The Effects of Once-Weekly Dulaglutide and Insulin Glargine on Glucose Fluctuation in Poorly Oral-Antidiabetic Controlled Patients with Type 2 Diabetes Mellitus.,2
506,"Comparison of the effects of gemigliptin and dapagliflozin on glycaemic variability in type 2 diabetes: A randomized, open-label, active-controlled, 12-week study (STABLE II study).",2
507,Fixed-dose combination of empagliflozin and linagliptin for the treatment of patients with type 2 diabetes mellitus: A systematic review and meta-analysis.,2
508,Interaction Between Type 2 Diabetes Prevention Strategies and Genetic Determinants of Coronary Artery Disease on Cardiometabolic Risk Factors.,2
509,Different intervention strategies for preventing type 2 diabetes mellitus in China: A systematic review and network meta-analysis of randomized controlled trials.,2
510,Interventions for preventing type 2 diabetes in adults with mental disorders in low- and middle-income countries.,2
511,Metformin and heart failure-related outcomes in patients with or without diabetes: a systematic review of randomized controlled trials.,2
512,Successful treatment of prediabetes in clinical practice using physiological assessment (STOP DIABETES).,2
513,GLP-1 Receptor Agonists and SGLT2 Inhibitors for the Treatment of Type 2 Diabetes: New Insights and Opportunities for Cardiovascular Protection.,2
514,Effects of SGLT2 inhibitors on eGFR in type 2 diabetic patients-the role of antidiabetic and antihypertensive medications.,2
515,Review of the cardiovascular safety of dipeptidyl peptidase-4 inhibitors and the clinical relevance of the CAROLINA trial.,2
516,Treatment with metformin is associated with a prolonged survival in patients with hepatocellular carcinoma.,2
517,A randomized controlled clinical trial study protocol of Liuwei Dihuang pills in the adjuvant treatment of diabetic kidney disease.,2
518,Continuous glucose monitoring demonstrates low risk of clinically significant hypoglycemia associated with sulphonylurea treatment in an African type 2 diabetes population: results from the OPTIMAL observational multicenter study.,2
519,Effectiveness and Safety of Adding Basal Insulin Glargine in Patients with Type 2 Diabetes Mellitus Exhibiting Inadequate Response to Metformin and DPP-4 Inhibitors with or without Sulfonylurea.,2
520,Letter: Efficacy and Safety of Voglibose Plus Metformin in Patients with Type 2 Diabetes Mellitus: A Randomized Controlled Trial (Diabetes Metab J 2019;43;276-86).,2
521,A phase 3 randomized placebo-controlled trial to assess the efficacy and safety of ipragliflozin as an add-on therapy to metformin in Russian patients with inadequately controlled type 2 diabetes mellitus.,2
522,Use of flash glucose-sensing technology in patients with type 2 diabetes treated with liraglutide combined with CSII: a pilot study.,2
523,[Acupoint injection of human placenta tissue fluid combined with oral administration of metformin hydrochloride enteric-coated tablets treating type 2 diabetes:a randomized controlled trial].,2
524,Metformin in tuberculosis: beyond control of hyperglycemia.,2
525,A randomized controlled clinical trial evaluating the effect of Trigonella foenum-graecum (fenugreek) versus glibenclamide in patients with diabetes.,2
526,Effect of liraglutide treatment on body mass index and weight parameters in children and adolescents with type 2 diabetes: Post hoc analysis of the ellipse trial.,2
527,Effect of dulaglutide 3.0 and 4.5 mg on weight in patients with type 2 diabetes: Exploratory analyses of AWARD-11.,2
528,"Pregnancy Outcomes: Effects of Metformin (POEM) study: a protocol for a long-term, multicentre, open-label, randomised controlled trial in gestational diabetes mellitus.",2
529,"Efficacy and Safety Over 2 Years of Exenatide Plus Dapagliflozin in the DURATION-8 Study: A Multicenter, Double-Blind, Phase 3, Randomized Controlled Trial.",2
530,Association of Intensive Lifestyle and Metformin Interventions With Frailty in the Diabetes Prevention Program Outcomes Study.,2
531,Incretin mimetics and sodium-glucose co-transporter 2 inhibitors as monotherapy or add-on to metformin for treatment of type 2 diabetes: a systematic review and network meta-analysis.,2
532,Study of emotional distress in a comparative effectiveness trial of diabetes treatments: Rationale and design.,2
533,"Diabetes Treatment in the Elderly: Incorporating Geriatrics, Technology, and Functional Medicine.",2
534,Liraglutide improves cardiac function in patients with type 2 diabetes and chronic heart failure.,2
535,Interindividual differences in the clinical effectiveness of liraglutide in Type 2 diabetes: a real-world retrospective study conducted in Spain.,2
536,Effects of treatment with metformin and/or sitagliptin on beta-cell function and insulin resistance in prediabetic women with previous gestational diabetes.,2
537,Meta-analysis of seven heterogeneous studies on liraglutide add-on therapy in patients with type 2 diabetes mellitus treated with insulin.,2
538,[Extended indications for antidiabetic agents with cardio-renal protection in updated international recommendations for themanagement of at risk patients with type2 diabetes].,2
539,Effects of vancomycin-induced gut microbiome alteration on the pharmacodynamics of metformin in healthy male subjects.,2
540,Two new doses of dulaglutide (Trulicity) for diabetes.,2
541,Sulfonylurea and fracture risk in patients with type 2 diabetes mellitus: A meta-analysis.,2
542,Effect of medication adherence on clinical outcomes in type 2 diabetes: analysis of the SIMPLE study.,2
543,Rationale and Study Design of a Randomized Clinical Trial of Metformin to Prevent Frailty in Older Adults With Prediabetes.,2
544,Comparison of Surgical and Medical Therapy for Type 2 Diabetes in Severely Obese Adolescents.,2
545,Postintervention Effects of Varying Treatment Arms on Glycemic Failure and beta-Cell Function in the TODAY Trial.,2
546,Efficacy and safety of anti-hyperglycaemic drugs in patients with non-alcoholic fatty liver disease with or without diabetes: An updated systematic review of randomized controlled trials.,2
547,Effects of once-weekly semaglutide vs once-daily canagliflozin on body composition in type 2 diabetes: a substudy of the SUSTAIN 8 randomised controlled clinical trial.,2
548,A Prospective Analysis of the Efficacy and Safety of Sodium Glucose Cotransporter 2 Inhibitors: Real World Evidence from Clinical Practice in India.,2
549,Baseline characteristics in the VERIFY study: a randomized trial assessing the durability of glycaemic control with early vildagliptin-metformin combination in newly diagnosed Type 2 diabetes.,2
550,Effect of vitamin D supplementation on cardiovascular risk in type 2 diabetes.,2
551,Updates on Managing Type 2 Diabetes Mellitus with Natural Products: Towards Antidiabetic Drug Development.,2
552,Can we go beyond surrogates?.,1
553,When basal insulin is not enough: A dose-response relationship between insulin glargine 100 units/mL and glycaemic control.,2
554,"Efficacy and safety of oral semaglutide in patients with type 2 diabetes and moderate renal impairment (PIONEER 5): a placebo-controlled, randomised, phase 3a trial.",2
555,Dapagliflozin effect on endothelial dysfunction in diabetic patients with atherosclerotic disease: a randomized active-controlled trial.,2
556,Effect of canagliflozin on N-terminal pro-brain natriuretic peptide in patients with type 2 diabetes and chronic heart failure according to baseline use of glucose-lowering agents.,2
557,"Depressive Symptoms, Antidepressant Medication Use, and Inflammatory Markers in the Diabetes Prevention Program.",2
558,Antidiabetic Effect of Fenugreek Seed Powder Solution (Trigonella foenum-graecum L.) on Hyperlipidemia in Diabetic Patients.,2
559,Efficacy and Safety of Single- or Double-Drug Antidiabetic Regimens in the Treatment of Type 2 Diabetes Mellitus: A Network Meta-Analysis.,2
560,Budget Impact of Oral Semaglutide Intensification versus Sitagliptin among US Patients with Type 2 Diabetes Mellitus Uncontrolled with Metformin.,2
561,Metformin's impact on statin-associated muscle symptoms: An analysis of ACCORD study data and research materials from the NHLBI Biologic Specimen and Data Repository Information Coordinating Center.,2
562,"Metformin, Asian ethnicity and risk of prostate cancer in type 2 diabetes: a systematic review and meta-analysis.",2
563,"Benefits of SGLT2 Inhibitors Beyond Glycemic Control - A Focus on Metabolic, Cardiovascular and Renal Outcomes.",2
564,"Sodium-glucose co-transporter-2 inhibitors with and without metformin: A meta-analysis of cardiovascular, kidney and mortality outcomes.",2
565,Efficacy and safety of ipragliflozin as an add-on therapy to sitagliptin and metformin in Korean patients with inadequately controlled type 2 diabetes mellitus: A randomized controlled trial.,2
566,"Efficacy of iGlarLixi in adults with type 2 diabetes inadequately controlled (glycated haemoglobin >=8%, >=64 mmol/mol) on two oral antidiabetes drugs: Post hoc analysis of the LixiLan-O randomized trial.",2
567,Second revolution in cardiovascular prevention.,2
568,"Effects of sequential treatment with lixisenatide, insulin glargine, or their combination on meal-related glycaemic excursions, insulin and glucagon secretion, and gastric emptying in patients with type 2 diabetes.",2
569,Lower nocturnal blood glucose response to a potato-based mixed evening meal compared to rice in individuals with type 2 diabetes.,2
570,"Adding fast-acting insulin aspart to basal insulin significantly improved glycaemic control in patients with type 2 diabetes: A randomized, 18-week, open-label, phase 3 trial (onset 3).",2
571,Randomized Double-Blind Clinical Trial Comparing Ultra Rapid Lispro With Lispro in a Basal-Bolus Regimen in Patients With Type 2 Diabetes: PRONTO-T2D.,2
572,Alteration of circulating platelet-related and diabetes-related microRNAs in individuals with type 2 diabetes mellitus: a stepwise hypoglycaemic clamp study.,2
573,"Efficacy of metformin in preventing progression to diabetes in a Chinese population with impaired glucose regulation: Protocol for a multicentre, open-label, randomized controlled clinical study.",2
574,Is metformin still the most efficacious first-line oral hypoglycaemic drug in treating type 2 diabetes? A network meta-analysis of randomized controlled trials.,2
575,Circulating miR-146a in healthy aging and type 2 diabetes: Age- and gender-specific trajectories.,2
576,Ten years of experience with DPP-4 inhibitors for the treatment of type 2 diabetes mellitus.,2
577,"Efficacy and safety of once-weekly semaglutide 2.0 mg versus 1.0 mg in patients with type 2 diabetes (SUSTAIN FORTE): a double-blind, randomised, phase 3B trial.",2
578,Resistance Training Modulates the Humoral Inflammatory (but Not the DNA Methylation) Profile of Diabetic Older Adults Using Metformin.,2
579,Practical guidance for use of oral semaglutide in primary care: a narrative review.,2
580,SGLT2 Inhibitors or GLP-1 Receptor Agonists Reduce Cardiovascular Outcomes in Patients with Type 2 Diabetes.,0
581,Clinical Evidence of Evogliptin plus Metformin in Management of Type 2 Diabetes mellitus.,1
582,Recommendations on the effect of antidiabetic drugs in bone.,2
583,Comparative efficacy of once-weekly semaglutide and SGLT-2 inhibitors in type 2 diabetic patients inadequately controlled with metformin monotherapy: a systematic literature review and network meta-analysis.,2
584,Insulin Sensitivity and Diabetic Kidney Disease in Children and Adolescents With Type 2 Diabetes: An Observational Analysis of Data From the TODAY Clinical Trial.,2
585,"Long-term effects of dapagliflozin plus saxagliptin versus glimepiride on a background of metformin in patients with type 2 diabetes: Results of a 104-week extension to a 52-week randomized, phase 3 study and liver fat MRI substudy.",2
586,Risk of pre-eclampsia in women taking metformin: a systematic review and meta-analysis.,2
587,Cardiovascular protection in type 2 diabetes: Insights from recent outcome trials.,2
588,Dapagliflozin alleviates cardiac fibrosis through suppressing EndMT and fibroblast activation via AMPKalpha/TGF-beta/Smad signalling in type 2 diabetic rats.,2
589,Effect of metformin and insulin vs. placebo and insulin on whole body composition in overweight patients with type 2 diabetes: a randomized placebo-controlled trial.,2
590,High-Intensity Interval Training Versus Moderate-Intensity Continuous Training in Middle-Aged and Older Patients with Type 2 Diabetes: A Randomized Controlled Crossover Trial of the Acute Effects of Treadmill Walking on Glycemic Control.,2
591,"A randomized trial of dapagliflozin and metformin, alone and combined, in overweight women after gestational diabetes mellitus.",2
592,Efficacy and safety of the addition of sitagliptin to treatment of youth with type 2 diabetes and inadequate glycemic control on metformin without or with insulin.,2
593,Patient-reported Outcomes in Patients with Type 2 Diabetes Treated with Dulaglutide Added to Titrated Insulin Glargine (AWARD-9).,2
594,"Comparative effectiveness of cardiovascular, renal and safety outcomes of second-line antidiabetic drugs use in people with type 2 diabetes: A systematic review and network meta-analysis of randomised controlled trials.",2
595,Effects of Cotadutide on Metabolic and Hepatic Parameters in Adults With Overweight or Obesity and Type 2 Diabetes: A 54-Week Randomized Phase 2b Study.,2
596,"Hospital-Based Korean Diabetes Prevention Study: A Prospective, Multi-Center, Randomized, Open-Label Controlled Study.",2
597,Dapagliflozin Plus Saxagliptin Add-on Therapy Compared With Insulin in Patients With Type 2 Diabetes Poorly Controlled by Metformin With or Without Sulfonylurea Therapy: A Randomized Clinical Trial.,2
598,Pharmacokinetic Equivalence of the High Dose Strength Fixed-Dose Combination Tablet of Gemigliptin/Metformin Sustained Release (SR) and Individual Component Gemigliptin and Metformin XR Tablets in Healthy Subjects.,2
599,"Early prevention of diabetes microvascular complications in people with hyperglycaemia in Europe. ePREDICE randomized trial. Study protocol, recruitment and selected baseline data.",2
600,Different glucagon effects during DPP-4 inhibition versus SGLT-2 inhibition in metformin-treated type 2 diabetes patients.,2
601,"Comparative effects of sulphonylureas, dipeptidyl peptidase-4 inhibitors and sodium-glucose co-transporter-2 inhibitors added to metformin monotherapy: a propensity-score matched cohort study in UK primary care.",2
602,"Single and multiple ascending-dose study of glucagon-receptor antagonist RN909 in type 2 diabetes: a phase 1, randomized, double-blind, placebo-controlled trial.",2
603,Pleiotropic effects of anti-diabetic drugs: A comprehensive review.,2
604,Response: Efficacy and Safety of Voglibose Plus Metformin in Patients with Type 2 Diabetes Mellitus: A Randomized Controlled Trial (Diabetes metab J 2019;43;276-86).,2
605,"Association of vitamin B12 deficiency in people with type 2 diabetes on metformin and without metformin: a multicenter study, Karachi, Pakistan.",2
606,"Teneligliptin versus sitagliptin in Korean patients with type 2 diabetes inadequately controlled with metformin and glimepiride: A randomized, double-blind, non-inferiority trial.",2
607,Efficacy and safety of dapagliflozin plus saxagliptin vs monotherapy as added to metformin in patients with type 2 diabetes: A meta-analysis.,2
608,Metformin in cancer.,2
609,Sequential Treatment Escalation with Dapagliflozin and Saxagliptin Improves Beta Cell Function in Type 2 Diabetic Patients on Previous Metformin Treatment: An Exploratory Mechanistic Study.,2
610,Comparison of glucose metabolism and anthropometry in women with previous gestational diabetes treated with metformin vs. insulin: 9-year follow-up of two randomized trials.,2
611,Cancer risks of anti-hyperglycemic drugs for type 2 diabetes treatment - a clinical appraisal.,2
612,Liraglutide and sitagliptin have no effect on intestinal microbiota composition: A 12-week randomized placebo-controlled trial in adults with type 2 diabetes.,2
613,DECLARE-TIMI 58: Participants' baseline characteristics.,2
614,Clinical Evidence of Antidepressant Effects of Insulin and Anti-Hyperglycemic Agents and Implications for the Pathophysiology of Depression-A Literature Review.,2
615,Cost-effectiveness of intensification with SGLT2 inhibitors for type 2 diabetes.,2
616,"Metformin and N-terminal pro B-type natriuretic peptide in type 2 diabetes patients, a post-hoc analysis of a randomized controlled trial.",2
617,Metformin use is associated with a reduced risk of mortality in patients with diabetes hospitalised for COVID-19.,2
618,Comparison of glucose-lowering agents after dual therapy failure in type 2 diabetes: A systematic review and network meta-analysis of randomized controlled trials.,2
619,Efficacy of liraglutide on glycemic endpoints in people of Western European and South Asian descent with T2DM using multiple daily insulin injections: results of the MAGNA VICTORIA studies.,2
620,Cardiovascular Effects of Pioglitazone or Sulfonylureas According to Pretreatment Risk: Moving Toward Personalized Care.,2
621,Young onset type 2 diabetic patients might be more sensitive to metformin compared to late onset type 2 diabetic patients.,2
622,Sex and BMI Alter the Benefits and Risks of Sulfonylureas and Thiazolidinediones in Type 2 Diabetes: A Framework for Evaluating Stratification Using Routine Clinical and Individual Trial Data.,2
623,"Empagliflozin treatment effects across categories of baseline HbA1c, body weight and blood pressure as an add-on to metformin in patients with type 2 diabetes.",2
624,Cost-Effectiveness of Dipeptidylpeptidase-4 Inhibitors Added to Metformin in Patients With Type 2 Diabetes in China.,2
625,Efficacy of DPP-4 inhibitors and SGLT2 inhibitors compared to sulphonylureas in adult patients with diabetes with low c-peptide levels with or without anti-GAD65 antibody positivity.,2
626,Sustained 52-week efficacy and safety of triple therapy with dapagliflozin plus saxagliptin versus dual therapy with sitagliptin added to metformin in patients with uncontrolled type 2 diabetes.,2
627,Cost-effectiveness of a Stepwise Approach vs Standard Care for Diabetes Prevention in India.,2
628,"Efficacy of liraglutide added to sodium-glucose cotransporter-2 inhibitors in type 2 diabetes, stratified by baseline characteristics: Post-hoc analysis of LIRA-ADD2SGLT2i.",2
629,"Metformin does not affect postabsorptive hepatic free fatty acid uptake, oxidation or resecretion in humans: A 3-month placebo-controlled clinical trial in patients with type 2 diabetes and healthy controls.",1
630,Predictors of response to insulin therapy in youth with poorly-controlled type 2 diabetes in the TODAY trial.,2
631,"A behavioral weight-loss intervention, but not metformin, decreases a marker of gut barrier permeability: results from the SPIRIT randomized trial.",2
632,Antisense Inhibition of Protein Tyrosine Phosphatase 1B With IONIS-PTP-1BRx Improves Insulin Sensitivity and Reduces Weight in Overweight Patients With Type 2 Diabetes.,2
633,Menstrual Dysfunction in Girls From the Treatment Options for Type 2 Diabetes in Adolescents and Youth (TODAY) Study.,3
634,Pharmaceutical Interventions for Diabetes Prevention in Patients at Risk.,2
635,Safety and efficacy of ertugliflozin in Asian patients with type 2 diabetes mellitus inadequately controlled with metformin monotherapy: VERTIS Asia.,2
636,Metformin-associated prevention of weight gain in insulin-treated type 2 diabetic patients cannot be explained by decreased energy intake: A post hoc analysis of a randomized placebo-controlled 4.3-year trial.,2
637,The clinical effects of a carbohydrate-reduced high-protein diet on glycaemic variability in metformin-treated patients with type 2 diabetes mellitus: A randomised controlled study.,2
638,"[Blood glucose control and cardiovascular risk factors in type 2 diabetic patients with cardiovascular disease in Spain, and its treatment pattern, according to gender: CODICE study].",2
639,Once-weekly oral antidiabetic agent and treatment satisfaction.,2
640,Hepatic Fat in Participants With and Without Incident Diabetes in the Diabetes Prevention Program Outcome Study.,2
641,iGlarLixi effectively reduces residual hyperglycaemia in patients with type 2 diabetes on basal insulin: A post hoc analysis from the LixiLan-L study.,2
642,A randomized clinical trial of the efficacy and safety of sitagliptin compared with dapagliflozin in patients with type 2 diabetes mellitus and mild renal insufficiency: The CompoSIT-R study.,2
643,Long-term treatment with metformin in type 2 diabetes and methylmalonic acid: Post hoc analysis of a randomized controlled 4.3year trial.,2
644,Insulin Secretion Predicts the Response to Antidiabetic Therapy in Patients With New-onset Diabetes.,2
645,Oral Semaglutide Versus Empagliflozin in Patients With Type 2 Diabetes Uncontrolled on Metformin: The PIONEER 2 Trial.,2
646,[The efficacy and safety of insulin degludec versus insulin glargine in insulin-naive subjects with type 2 diabetes: results of a Chinese cohort from a multinational randomized controlled trial].,2
647,Effect of Aspirin on Cancer Chemoprevention in Japanese Patients With Type 2 Diabetes: 10-Year Observational Follow-up of a Randomized Controlled Trial.,2
648,A randomized controlled trial protocol of the cardiovascular safety and efficacy of liraglutide in the treatment of type 2 diabetes.,2
649,"Efficacy and Safety of Once-Weekly Semaglutide Versus Exenatide ER in Subjects With Type 2 Diabetes (SUSTAIN 3): A 56-Week, Open-Label, Randomized Clinical Trial.",2
650,Glucagon-like Peptide-1 Receptor Agonists and Cardioprotective Benefit in Patients with Type 2 Diabetes Without Baseline Metformin: A Systematic Review and Update Meta-analysis.,2
651,Alprostadil protects type 2 diabetes mellitus patients treated with metformin from contrast-induced nephropathy.,2
652,Once-Weekly Insulin for Type 2 Diabetes without Previous Insulin Treatment.,2
653,Metformin and COVID-19: From cellular mechanisms to reduced mortality.,2
654,Association of Antihyperglycemic Therapy with Risk of Atrial Fibrillation and Stroke in Diabetic Patients.,2
655,Efficacy and safety of Sancai powder in patients with type 2 diabetes mellitus: a randomized controlled trial.,2
656,Changes in metformin use and other antihyperglycemic therapies after insulin initiation in patients with type 2 diabetes.,2
657,A 52-week randomized controlled trial of ipragliflozin or sitagliptin in type 2 diabetes combined with metformin: The N-ISM study.,2
658,Effect of Nigella Sativa oil versus metformin on glycemic control and biochemical parameters of newly diagnosed type 2 diabetes mellitus patients.,2
659,"Islet Autoimmunity in Adults With Impaired Glucose Tolerance and Recently Diagnosed, Treatment Naive Type 2 Diabetes in the Restoring Insulin SEcretion (RISE) Study.",2
660,Study protocol: a prospective controlled clinical trial to assess surgical or medical treatment for paediatric type 2 diabetes (ST2OMP).,2
661,Safety and Efficacy of Exenatide Once Weekly Plus Dapagliflozin Once Daily Versus Exenatide or Dapagliflozin Alone in Patients With Type 2 Diabetes Inadequately Controlled With Metformin Monotherapy: 52-Week Results of the DURATION-8 Randomized Controlled Trial.,2
662,"Patient-reported outcomes in elderly patients with type 2 diabetes mellitus treated with dual oral therapy: a multicenter, observational study from Italy.",2
663,"Metformin extended-release versus immediate-release: An international, randomized, double-blind, head-to-head trial in pharmacotherapy-naive patients with type 2 diabetes.",2
664,Assessment of safety and tolerability of remogliflozin etabonate (GSK189075) when administered with total daily dose of 2000 mg of metformin.,2
665,Glycemic control and lipid outcomes in children and adolescents with type 2 diabetes.,2
666,"Effects on the incidence of cardiovascular events of the addition of pioglitazone versus sulfonylureas in patients with type 2 diabetes inadequately controlled with metformin (TOSCA.IT): a randomised, multicentre trial.",2
667,Role of Canagliflozin on function of CD34+ve endothelial progenitor cells (EPC) in patients with type 2 diabetes.,2
668,Prescribing Patterns and Response to Antihyperglycemic Agents Among Novel Clusters of Type 2 Diabetes in Asian Indians.,2
669,"Effect of a nonsystemic, orally administered hydrogel, GS100, on metformin pharmacokinetics.",2
670,"The combination of linagliptin, metformin and lifestyle modification to prevent type 2 diabetes (PRELLIM). A randomized clinical trial.",2
